Amendment	n.宪法修正案
subduct	v.减去，除去
subdue	vt.征服
subjected	adj.服从的，隶属的
submarine	n.潜水艇，潜艇 adj.水下的，海底的
submerge	v.（使）沉没，淹没
submerged	adj.在水中的，淹没的
submit	v.服从 v.提交，递交
subsection	n.分部，分段
subsequent	adj.随后的，后来的
subsequently	adv.随后
subside	v.平息，减退
subsidiary	n.支流；子公司
subsidize	v.补助，资助
subsidy	n.补助金，津贴
subsist	vi.生存，存在，供养
subsistence	n.生存；生计；存活
subspecies	n.[生]亚种
substantial	adj.相当的，可观的 adj.坚固的
substantially	adv.相当多地，大大地
substantiate	vt.证实，加强
substantive	adj.真实的，有实质的
substitute	vt.代替 n.代替者，代替品
subterranean	adj.地下的，地表下的
subtle	adj.微妙的，细微的
subtract	v.减去   ~ from
subtraction	n.减少 n.减法
subtractive	adj.减法的；负的
suburb	n.郊区
suburbanite	n.郊区居民
suburbanization	n.近郊化，郊区建造
subversive	adj.颠覆性的，破坏性的
successive	adj.连续的，相继的
succinct	adj.简明的，简洁的
succumb	vi.屈服，屈从
sue	v.向…请求，请愿 v.提出诉讼，控告
sufficient	adj.足够的，充足的
suit	vt.适合，适应
suitable	adj.适当的，相配的
suitcase	n.手提箱, 衣箱
suite	n.一批，一套，组
suited	adj.适合的，匹配的
summit	n.山顶，顶点
sumptuous	adj.奢侈的，华丽的
sun-bronzed	adj.被太阳晒成古铜色的
sunburn	n.晒斑, 晒黑
sundial	n.(通过太阳知道时间的) 日规, 日晷
sunflower	n.向日葵
sunglasses	n.太阳镜；墨镜
sunlight	n.日光，阳光
sunlit	adj.被日光照射了的, 阳光照射的
sunrise	n.日出
sunset	n.日落
sunshine	n.阳光
superb	adj.极好的，超级的
supercontinent	n.（地理）超大陆
superficial	adj.肤浅的，表面（上）的
superficially	adv.浅薄地
superintendent	n.主管，负责人
superior	adj.级别或地位更高的；质量或价值更好的
supernatural	adj.超自然的，神奇的
supervise	vt.监督，指导
supervision	n.监督，管理
supervisor	n.主管，管理人
supplant	vt.排挤；取代
supple	adj.柔软的，灵活的；柔顺的
supplement	vt.增补，补充 n.增补，补充
supplementary	adj.补充的
supplementation	n.增补，补充
suppose	vt.推想，假设
supposedly	adv.按说，应该i
supposition	n.假定
suppress	vt.镇压，抑制
supremacy	n.至高无上的权力
supreme	adj.(权力、级别或地位)至高的；最重要的
supremely	adv.无上地，崇高地
surcharge	n.增付的费用，附加费
surface	n./adj.表面（的） vi.浮现出来，暴露
surge	n.汹涌，澎湃，喷发
surgeon	n.外科医生
surgery	n.外科；手术室
surging	n.汹涌
surmount	vt.克服；登上；越过
surpass	vt.超越，胜过
surpassingly	adv.卓越地，超群地
surplus	n.过剩，剩余（物资） adj.过剩的
surrender	v.交出，放弃；投降
survey	n./v.调查
survivability	n.存活率，生命力
survival	n.生存，幸存
survive	vi.(人)幸免于难,活下来；(物)耐久
survivor	n.生还者，残存物
susceptible	adj.易受影响的；敏感的，过敏的
suspect	adj.令人怀疑的，不可信的 vt.怀疑，猜想
suspend	vt.吊，悬挂 vt.延缓
suspender	n.吊裤带
suspense	n.悬念，情节
suspicion	n.怀疑
suspicious	adj.可疑的；好猜疑的
sustain	vt.维持；支撑
sustained	adj.持续不变的
sustenance	n.食物，生计
swallow	v.吞下，咽下 n.燕子
swamp	n.沼泽，湿地
swampy	adj.沼泽的，湿地的
swarm	n.蜂群，一大群 v.挤满，密集
sway	vi.摇摆，摇动 vt.使转变，说服
sweep	v.席卷，扫过 v.清扫，打扫 n.伸展，延伸
sweeping	adj.彻底的，广泛的
swell	vi.（使）肿胀、膨胀
swelling	n.肿胀
swift	adj.迅速的，敏捷的
swiftness	n.迅速，敏捷
syllable	n.（语音）音节
symbiosis	n.共生（关系），共栖
symbiotic	adj.共栖的，共生的
symbol	n.符号，记号；象征
symbolism	n.象征主义；符号论
symbolize	v.象征
symbology	n.象征学
symmetrical	adj.对称的
symmetry	n.对称（性），匀称
sympathetic	adj.有同情心的 adj.赞成的，合意的
sympathize	v.同情，体谅
sympathy	n.同情，同情心
symphony	n.交响乐，交响曲
symptom	n.症状；征兆
synchronize	vt.同步，同时发生
synonym	n.同义字
synonymous	adj.同义的
synthesis	n.综合, 合成
synthesize	vt.综合；合成
synthesizer	n.[电子]合成器
synthetic	adj.合成的，人造的 n.合成物质
syrup	n.糖浆，果汁
system	n.系统，体系
systematic	adj.系统的，体系的
systematize	v.使系统化；将…分类
tableland	n.高原
tableware	n.餐具
tactics	n.战术；策略
tactile	adj.触觉的；可触觉的
tadpole	n.[动]蝌蚪
tag	vt.给…加标签；添加，附加 n.标签，货签
tailor	n.裁缝师
taint	n.污点，瑕疵 vt.污染；玷污
talent	n.才能；天才
talented	adj.有天才的，有才能的
tally	v.符合，吻合 n.记录；记账
tame	vt.驯养，驯服 adj.（动物）驯服的，柔顺的
tap	vt.开发，利用
tapering	adj.尖端细的
tapestry	n.织锦, 挂毯
tapeworm	n.[动]绦虫
tardiness	n.迟到；缓慢
tardy	adj.迟到的；缓慢的
tariff	n.关税
tarnish	n.晦暗，污点 vt.使失去光泽；玷污
taste	v.品尝，辨味 n.味道，味觉 n.品味，兴趣
tasteless	adj.没味道的
tasty	adj.美味的，可口的
tavern	n.小酒店；客栈
taxicab	n.出租车
teapot	n.茶壶
tectonics	n.[地]构造地质学
tedious	adj.单调乏味的，沉闷的
tedium	n.单调乏味
telecommuter	n.（通过在线方式）远距离工作者
telegraph	n.电报机；电报
telescope	n.望远镜
temper	n.脾气，性情 vt.缓和，调节
temperance	n.节制，自制；戒酒；禁酒
temperate	adj.（气候等）温和的 adj.(欲望、饮食等)适度的,有节制的
temperature	n.温度
temple	n.寺庙，教堂
temporarily	adv.临时
temporary	adj.短暂的，暂时的
tempt	vt.诱使
tempting	adj.诱惑人的
tenant	n.承租人，房客
tendency	n.趋势，倾向
tender	adj.嫩的，柔软的
tenderness	n.亲切，温柔
tenement	n.出租给房客的住房；(穷人)公寓
tense	adj.紧张的，拉紧的
tensile	adj.可拉长的, 可伸长的
tension	n.紧张（状态），压力
tentacle	n.触角，触须，触手
terminal	n.总站，终点站 n.（电脑）终端，接线端
terminate	v.停止，结束
termination	n.终止，结束
terminology	n.用辞，术语
terminus	n.（火车、汽车）终点站
termite	n.白蚁
terrace	n.梯田，台地；阳台 vt.使成梯田
terrain	n.地势，地形
terrestrial	adj.地球（上）的；陆地的
terribly	adv.可怕地，十分
terrific	adj.极好的
terrify	vt.使恐怖，使惊吓
terrifying	adj.恐怖的
textile	n.纺织品
texture	n.质地；（材料等）结构
textured	adj.手摸时有感觉的, 有织纹的
thatch	vt.用茅草覆盖屋顶
thaw	n.解冻 v.解冻，融化
theft	n.偷窃
theist	n.有神论者
theme	n.(谈话, 写作等的)题目, 主题
theoretical	adj.理论上的
thereby	adv.因此，从而
therefore	adv.因此，所以
thermal	adj.热的, 热量的
thermodynamics	n.热力学
thesis	n.论题，论文
thigh	n.大腿
thorn	n.[植]刺, 棘
thorny	adj.有刺的；多刺的
thorough	adj.完全的，彻底的
thoughtful	adj.体贴的，考虑周到的 adj.有思想性的
thousandfold	adj.千倍的
thread	n.线
threadlike	adj.线状的
threaten	vt.威胁；预示…的凶兆，可能来临
threateningly	adv.胁迫地
three-dimensional	adj.三维的, 立体的
threshold	n.开始，开端
thrifty	adj.节省的，节俭的
thrive	vi.繁荣，兴旺；茁壮成长
thrust	n.推力，冲 vt.插入，用力刺
thunderstorm	n.暴风雨
tide	n.潮汐；潮流
tilt	n.倾斜
timber	n.木材，木料
time-consuming	adj.费时间的
timid	adj.胆怯的，羞怯的
timidity	n.胆怯
tinplate	n.镀锡铁皮, 马口铁
tint	vt.给…着色；染 n.色彩
tip	n.顶，尖端 n.小费
tissue	n.[生]组织 n.绵纸，薄纸
toe	n.趾，脚趾，足尖
toed	adj.有趾的
tolerance	n.忍受，宽容
tolerant	adj.容忍的；宽容的
tolerate	vt.忍受；容许
topographical	adj.地形学的
topography	n.地形；地形学
topsoil	n.表层土
tornado	n.旋风，龙卷风
torpor	n.迟钝，不活泼
torque	n.扭矩
torrent	n.连发，迸发 n.骤雨；急流，洪流
torrential	adj.奔流的，如急流的
tortuous	adj.曲折的, 转弯抹角的
touchdown	n.着地，降落
touched	adj.被感动的
touching	adj.动人的，令人感伤的
tough	adj.坚硬的；坚强的 adj.艰苦的 adj.坚韧的；严格的,严格执行纪律的
tournament	n.比赛，锦标赛
tow	v.拖引，牵引 n.拖，拽
tower	n.塔，城堡
towering	adj.高耸的；杰出的
toxic	adj.有毒的，中毒的
trace	n.痕迹 vt.跟踪；追溯
track	n.轨道，路经   v. 追踪
tract	n.广阔的地面，大片（土地） n.管道
traction	n.牵引
tractor	n.拖拉机
tragedy	n.[戏剧]悲惨；悲惨之事
trail	n.踪迹，小路   v. 追踪
trainload	n.列车载重
trait	n.特征，特性
trample	vt.踩踏；蹂躏
tranquil	adj.宁静的，安静的
tranquility	n.宁静，安静
transaction	n.交易
transcend	vt.超出，超越
transcontinental	adj.横贯大陆的，大陆那边的
transcript	n.抄本
transfer	v.转移；转学
transform	vt.（使）变形，改观
transformation	n.转变；变形
transition	n.转变，过渡
translucent	adj.半透明的；透明的
transmit	v.传送，传播
transmitter	n.传送者，发送器
transmute	vt.使变化，使改变
transparent	adj.透明的
transplant	v.移植
trap	v.捕捉，困住；陷害 n.圈套，陷阱
trapper	n.设阱捕兽者
trash	n.垃圾，废物
tray	n.碟，盘子
treacherous	adj.不可靠的，有暗藏的危险的 adj.背叛的，背信弃义的
tread	vi.踏，践踏；行走
treadmill	n.踏车
treason	n.叛逆，叛国
treatment	n.待遇，对待 n.处理，治疗
tremendous	adj.巨大的，惊人的
trench	n.沟，壕沟
trend	n.倾向，趋势
trespass	vt.侵犯，闯入私人领地
trespasser	n.侵犯（他人土地）者
trial	n.实验 n.审讯
tribal	adj.部落的，宗族的
tribe	n.部落，部族
tributary	adj.辅助的，支流的 n.支流
tribute	n.贡品，礼物 n.颂词，殷勤
trickle	vi.滴；细流
trigger	vt.引发，引起，触发
trilogy	n.三部剧，三部曲
trim	vt.修剪，整饰
triumph	n.胜利 vi.获得胜利，成功
trivial	adj.微不足道的，琐碎的
tropical	adj.热带的
troublesome	adj.讨厌的，麻烦的
troubling	adj.令人不安的，令人忧虑的
troupe	n.剧团
trove	n.被发现的东西，收藏的东西
trumpet	n.喇叭
trumpeter	n.喇叭手，号兵
trustworthy	adj.可信赖的
tub	n.桶，浴盆
tube	n.管子；电子管，显像管
tuition	n.学费
tumble	v.翻滚   n. 平脚杯
tundra	n.苔原，冻土地带
tunnel	n.隧道
turbulence	n.喧嚣，骚乱
turbulent	adj.吵闹的；狂暴的
turnpike	n.公路，收费高速公路
turquoise	n.绿宝石
tutor	vt.辅导；当…的家庭教师 n.家庭教师
tutorial	n.个别指导
twig	n.细枝，嫩枝
twine	v.搓，织，编饰；(使)缠绕
twist	n./v.扭曲，拧
tycoon	n.大企业家，大亨
typical	adj.典型的；有代表性的
typify	vt.代表，为…之典型
tyrannical	adj.暴虐的，残暴的
ultimate	adj.最终的，最后的
ultimatum	n.最后通牒
ultrasonic	adj.超音速的，超声（波）的
ultrasonics	n.超音波学
ultraviolet	adj.紫外线的
unadorned	adj.未装饰的,朴实的
unanimity	n.全体一致，一致同意
unanimous	adj.全体意见一致的
unbearable	adj.无法忍受的，承受不住的
unbiased	adj.没有偏见的
unbridgeable	adj.不能架桥的, 不能逾越的
unbridled	adj.放纵的，无约束的
unbroken	adj.完整的；持续的
uncharted	adj.地图上没标明的
unconscious	adj.不省人事的；无意识的
unconventional	adj.非传统的，与先前不同的
unconvincing	adj.不足以令人相信的
uncover	v.发现，揭示
underdeveloped	adj.不发达的
underestimate	v.低估
undergo	v.经历，遭受
undergraduate	n.(尚未取得学位的)大学生
underground	adj.地下的，地面下的
underlie	vt.位于...之下, 成为...的基础
underlying	adj.基础的；在下面的
undermine	v.渐渐破坏，暗地里破坏
underneath	prep.在…的下面
underscore	v.划线于…下，强调
undertake	v.从事，承担
undertaking	n.任务；事业
underwater	adj.在水下的，在水中的
undeserved	adj.不应得的，不该受的
undifferentiated	adj.无差别的，无显著特征的
undistorted	adj.未失真的
undisturbed	adj.没受干扰的，安静的
undo	v.解开，松开 v.逆转或清除；取消
undoubtedly	adv.毋庸置疑地，确凿地
unearth	vt.发觉，挖出；揭露
unemployed	adj.失业的
unevenly	adv.不平坦地；不均衡地
unexplored	adj.未开发的，未探索的
unfair	adj.不公平的
unfavorable	adj.不宜的；相反的
unfertilized	adj.未施肥的，未受精的
unfold	v.打开，显露
unfortunately	adv.不幸地
uniform	n.制服 adj.统一的；始终如一的
uniformity	n.同样，一式
unify	vt.统一，使成一体
unimaginable	adj.不可想象的
uninhabited	adj.无人居住的
unique	adj.独一无二的；独特的
uniqueness	n.独特，独一无二
unity	n.结合，一致
universal	adj.宇宙的 adj.普遍的；共同的
universe	n.宇宙，世界
unload	vt.摆脱…的负担，卸
unmatched	adj.无可匹敌的
unobstructed	adj.畅通无阻的
unpack	v.打开包裹（或行李）
unpalatable	adj.味道差的, 不好吃的
unparalleled	adj.无比的，空前的
unprecedented	adj.前所未有的，空前的
unpredictable	adj.不可预知的
unpromising	adj.无前途的, 没有希望的
unquestionably	adv.无疑地，无可非议地
unquestioning	adj.不加疑问的,不犹豫的
unravel	v.弄清楚（秘密） v.拆开；解开；松开
unrestrained	adj.无限制的
unrestricted	adj.无限制的, 自由的
unsatisfactory	adj.令人不满意的
unscrupulous	adj.肆无忌惮的, 无道德原则的
unscrupulously	adv.肆无忌惮地，无道德的
unseasonably	adv.不合时令地，不合时宜地
unselfish	adj.不自私的, 慷慨的
unsophisticated	adj.不懂事故的，单纯的
unspoiled	adj.未损坏的
unstable	adj.不稳定的
unsubstantiated	adj.未经证实的
untamed	adj.未驯服的
untapped	adj.未使用的
untouched	adj.未触及的
unwieldy	adj.笨拙的；(因太大、太重、形状奇特等)不易被移动的，笨重的
upgrade	v.使升级，提升
upheaval	n.剧变
uphold	v.维护，支持
upland	n.丘陵地带，高地
uproot	v.连根拔起，拔除 v.根除,灭绝；赶出家园,被迫移开
upscale	adj.高消费阶层的
upset	adj.心烦意乱的 v.颠覆，推翻；扰乱
upside-down	adj.颠倒的
urban	adj.城市的
urbane	adj.温文尔雅的
urbanism	n.都市生活, 都市化
urbanite	n.都市人
urbanization	n.都市化，文雅化
urbanize	vt.使都市化，使文雅
urge	v.催促；力劝，恳求 n.冲动
urgency	n.紧急情况
urgent	adj.紧急的，迫切的
utensil	n.器具
utilitarian	adj.功利的；实利的
utility	n.公用事业公司；公用事业设备 n.运用，效用
utilization	n.利用
utilize	v.利用
utopian	adj.乌托邦式的，空想的
utter	v.做声；发表 adj.全然的，完全的
utterance	n.说话，说话的方式
utterly	adv.完全地，绝对地
vacancy	n.空白，空缺
vacant	adj.空的，未被占用的
vacate	vt.腾出，空出
vacation	n.度假，休假
vaccinate	v.进行预防接种
vaccine	n.疫苗
vacuum	n.真空
vague	adj.模糊的；含糊的
valid	adj.有效的；有根据的，正确的
validate	vt.使生效，确认，证实
validity	n.有效性，合法性
valve	n.活门，阀
vanish	vi.消失；灭绝
vapor	n.水汽，水蒸气
vaporization	n.蒸发
vaporize	v.（使）蒸发
variability	n.可变性
variable	n.[数]变数, 变量 adj.可变的, 易变的
variance	n.分歧；差异
variation	n.变异；变种
varied	adj.杂色的，各式各样的
variety	n.变化，多样性
various	adj.各种的
varnish	vt.涂上清漆，修饰 n.清漆
vast	adj.巨大的，大量的；范围广的
vastness	n.巨大
vault	n.拱顶；地下室
vaulted	adj.拱状的
vegetable	n.蔬菜
vegetarian	n.素食者
vegetation	n.植物，草木，植被
vehicle	n.交通工具, 车辆 n.媒介物, 传达手段
veil	vt.隐藏，遮蔽       n. 面纱
vein	n.静脉
veining	n.脉络分布；矿脉
velocity	n.速度；速率
venerable	adj.值得尊敬的，庄严的
veneration	n.尊敬, 崇拜
venom	n.(蛇的)毒液 n.恶意, 怨恨
venomous	adj.有毒的
vent	n.通风孔；出烟孔
ventilate	vt.使通风
ventilation	n.通风
venture	n.冒险（事业），投机活动
venturesome	adj.好冒险的；（行为）冒险的
venue	n.地点；会场
verbal	adj.口头的
verdict	n.[律](陪审团的)裁决
verify	vt.证明，证实
versatile	adj.多才多艺的 adj.通用的；可塑的，可变形的
verse	n.诗，韵文
version	n.译本，译文 n.一种描述
vertebrate	n./adj.脊椎动物（的）
vertical	adj.垂直的，竖直的
vessel	n.船 n.脉管 n.容器
vestige	n.痕迹，遗迹，残余
veteran	n.老兵；老手
veto	n.否决；否决权 vt.否决；禁止
viability	n.生存能力，发育能力
viable	adj.可行的，切实可行的 adj.能活下去的
vibrant	adj.活泼的；生气勃勃的
vibrate	v.颤动，震动
vibration	n.振动，颤动
vicinity	n.附近，接近
victor	n.胜利者；获胜者
victorious	adj.获胜的，胜利的
victory	n.胜利，战胜
victuosity	n.艺术鉴别力
videocassette	n.录像带
vie	v.竞争
vigilance	n.警戒，警惕
vigor	n.精力，活力
vigorous	adj.健壮的，精力旺盛的；有力的
vine	n.葡萄藤，蔓
violence	n.暴力，强暴
violent	adj.暴力引起的，暴烈的 adj.激烈的，强烈的
viral	adj.病毒的
virtually	adv.事实上，实质上
virtue	n.美德
virus	n.[微]病毒
viscosity	n.粘度，粘性
viscous	adj.粘滞的，粘性的
visibility	n.可见度
vision	n.视觉
vista	n.景色
vital	adj.极重要的，致命的
vitalism	n.活机论, 生机说
vitalist	n.活力论者
vitality	n.活力，生命力
vivid	adj.(光线、色彩)鲜艳的，强烈的 adj.生动的，逼真的
vocation	n.职业
vocational	adj.职业的
void	n.空白，空虚 adj.无效的
volatile	adj.挥发性的 adj.可变的，不稳定的
volcanic	adj.火山的
volcano	n.火山
voltage	n.电压
volume	n.体积，容积；量
voluntary	adj.自愿的；志愿的
volunteer	n.自愿者 v.自愿
voracious	adj.狼吞虎咽的，贪婪的
vote	vt.投票 n.投票，选票
voter	n.投票者，选举人
vowel	n.元音
voyage	n.旅行，航程
vulnerable	adj.易受攻击的；易受伤害的
wade	v.涉水，费力行走
wagon	n.四轮马车
waist	n.腰，腰部
waive	v.放弃；免除
walkout	n.罢工
walnut	n.胡桃，核桃树
wane	v.减少，衰落
ware	n.陶器，器皿
warehouse	n.仓库，货栈
warrantable	adj.可证明为正确的，可证实的
warranty	n.担保，保证；保修
warrior	n.战士，勇士
wary	adj.小心翼翼的，机警小心的
watercourse	n.水道，河道
waterproof	adj.防水的
wavy	adj.波状的，起浪的；波动的
wax	n.蜂蜡；蜡状物 v.上蜡于
waxy	adj.苍白的；光滑的
weapon	n.武器
weariness	n.疲倦
weary	adj.疲倦的；厌倦的
weather	v.风化
weathering	n.侵蚀，风化
weave	vi.迂回行进 vt.编织，组合
weaver	n.织布者，织工
weaverbird	n.[鸟]织巢鸟之一种
wed	v.娶，嫁，结婚
wedding	n.婚礼
wedge-shaped	adj.楔形的
weed	n.杂草
weep	vi.哭泣
weird	adj.怪诞的，奇异的
weld	v.焊接
welfare	n.福利
well-being	n.安宁，福利
whim	n.随意，冲动
whittle	v.削；削减
wholesale	adj.批发的 adj.大规模的
wholesaler	n.批发商
wholesome	adj.有益健康的
wildlife	n.野生动植物
willow	n.柳树
wingspan	n.[空]翼展
wit	n.智力，才智
withdraw	v.撤退 v.收回，撤销
withdrawal	n.收回；撤退，退回
wither	v.（使）枯萎，凋谢
withstand	vt.承受，抵住
witness	vt.目击；为…作证 n.证人
woods	n.森林
wool	n.羊毛
woolen	adj.羊毛制的；毛织品的
woolly	adj.多毛的
workload	n.工作量
worldwide	adj.全世界的
wrap	vt.裹，包，捆
wreck	n.失事；失事的残骸 vt.失事
wrestling	n.摔跤，格斗
wright	n.建造者，制造者
wring	vt.绞，拧，扭
wrinkle	n.皱纹，褶皱
wrist	n.手腕，腕关节
wristwatch	n.手表
yardstick	n.<美> 码尺, 准绳
yarn	n.纱，纱线
yawn	n.呵欠
yelp	vi.狗吠
yield	v.生产；产生 v.屈服；放弃；投降 n.产量；收益
yolk	n.蛋黄
zeal	n.热心，热情，热忱
zealous	adj.热心的；狂热的
zenith	n.顶点，顶峰
zigzag	adj.曲折的 adj.锯齿状的，Z字形的
zone	n.区域；地带
on account of	由于，因为
in addition to	除..之外
all but	adj. 几乎… n. 除…以外所有的
all inclusive	无所不包的
an army of	大群的，大量的
apart from	除…之外
as far as	就...来说；远及
as such	就象这样做，就本身而论
as a rule	通常，总的来说
as a rule of thumb	大概来说
assembly line	装配线，流水线
at intervals	不时；相隔一段距离
at one session	一下子，一次性
at the cutting edge of	在…的关键时刻/状态/位置
bald eagle	秃头鹰（美国国鸟）
barbed wire	带倒钩的铁丝（铁丝网）
be taken by	被迷住，被吓住
be up to	由…做；胜任，从事于
believe in	相信
belong to	属于
biological diversity	生物多样性
blast furnace	鼓风炉
boiling point	沸点
baby boom	生育高峰
break apart	分开，分裂
break all ties with	与…断绝一切关系
break out	爆发；发生
break up	分裂，分离
building block	积木
by a factor of	翻…倍
by chance	偶然
by far	迄今为止
log cabin	小木屋
cast off	丢弃，摆脱
cast away	使失事，使漂流
catch on	理解，领会
check out	检验，校验
civil rights	公民权
civil war	内战
code of laws	法典
comply with	遵从，符合
compound eyes	复眼
confined to bed	卧病不起的
confuse…with…	把…认为
contribute to	有助于，对…起作用
coral reef	珊瑚礁=corals
coupled with	加之，除…以外
the Red Cross	红十字会
critical point	临界点
a cushion of	一层
air-cushion vehicle	气垫船
dash off	水猛冲；感情爆发
date back	追溯到…
big deal	重大的事，重要的人
deal with	处理，应付
depend on	依靠，依赖
under the depressor	被强制
derive from	来源于
smoke detector	烟雾探测器
dispense with	免除，省却
dispose of	除去，扔掉；解决，处理
dividing line	分界线
draft animal	役用动物
down the drain	浪费；无结果
draw up	起草
draw out	拔出；引起
draw from	源于…
drop in	顺便拜访
due to	因为，由于
engage in	从事于，参加
real estate	房地产
express business	特快专递业务
express train	特快列车
feed on	吃，以…为食
fend for oneself	自己谋生
fertilized egg	受精卵
field research	野外实地考察
flock to	成群结队地去
follow suit	跟着做
from a far	从遥远的地方
get rid of	摆脱；除去
get in the way of	阻挡
give way to	让步，让路
go broke	破产
gold rush	淘金热
gravitational field	重力场
gravitational pull	地心引力
gravitational force	地心引力
grazing land	牧场，草场
hold a large stake	拥有巨额股份，带有极大冒险性
horror film/movie	恐怖电影
ice sheet	冰层
ice cream cone	冰淇淋蛋卷
immune system	免疫系统
in conjunction with	结合
in accord with	与…一致
in common	共有，有共同之处
in scale	相称，成比例
in terms of	根据；就…而论
be informed about	熟悉
inorganic chemical	无机化合物
jibe with	与…一致
labor movement	劳工运动
labor union	工会
equilateral triangle	等边三角形
learn by rote	死记硬背学习
liable of	倾向于
life span	寿命
light bulb	灯泡
living quarters	住房，住处
long-range	远程的
mistrustful of	不相信，怀疑
most distinctive	最杰出的，典型的
mud mortar	灰泥浆
native to	土生土长的
natural gas	天然气
nerve cord	脊髓
spinal cord	脊髓
not…so much as…	与其…还不如…
not as yet	迄今为止，还没有
now and then	不时
object to	反对
of scale	大规模的
owing to	因…之缘故
pack down	填塞，夯实
pack animal	能运输的动物
pave the way for	为…铺平道路
a pivotal figure	关键人物
popular tune	流行歌曲
postal service	邮政服务
presidential election	总统选举
preside over	主持
prime number	素数
pry open	撬开
news coverage	新闻报道
range from…to…	从…到…范围不等
regardless of	不管，不论
sea cucumber	海参
set aside for	专门留出时间做…
shuffle the deck	洗牌
skip class	旷课
slip one's mind	忘记
slow breeding	养育起来很慢的
social distinction	具有明显的社会身分或地位
solar cell	太阳能电池
stand in the way of	挡住…的道路
stock car racing	专业汽车比赛
subject to	服从
susceptible to	易受…影响
thrive on	在…中旺盛生长
to and fro	来来回回
treasure trove	无主埋藏物，无主珍宝
usher in	引发，产生
ward off	防止，挡住
waste disposal	废物处理
wear away	磨去
wear out	用坏，磨损
well organized	有组织的
whisk off	突然带走
wind up	结束，终止
yield to	屈服于…
